"DEPTH","ZONE","SP","GR","AC","RLLD","RLLS","DEN","RMG","RMN"
1206.25,4.42,64.5312,112.4366,287.9799,4.9666,4.9093,2.3314,3.4928,4.1098
1206.375,4.449,64.6886,112.9786,293.5526,5.0001,4.9672,2.3908,3.5194,4.0792
1206.5,4.477,64.7265,115.5983,294.3776,5.2201,5.172,2.4446,3.4103,3.9796
1206.625,4.506,64.6458,116.1661,282.5484,5.5198,5.4425,2.4594,3.993,4.6786
1206.75,4.534,64.4758,112.9465,269.2145,5.7793,5.6741,2.4468,4.4128,5.4006
1206.875,4.562,64.2556,105.881,263.9047,6.2242,6.0938,2.4233,4.4584,5.6483
1207,4.591,64.1787,101.5642,272.1864,6.281,6.19,2.4325,4.2346,4.918
1207.125,4.619,64.2087,99.2026,276.9075,5.9604,5.899,2.4385,4.1447,4.9557
1207.25,4.648,64.4192,100.1188,272.2402,5.6755,5.6123,2.3824,4.4616,5.1867
1207.375,4.676,64.6453,103.332,275.0967,5.4256,5.3807,2.3258,4.0833,5.0971
1207.5,4.705,65.0236,114.6945,282.5098,5.003,5.0033,2.2805,3.5928,4.5611
1207.625,4.733,65.4217,126.2704,289.1727,4.654,4.6569,2.2646,3.3726,3.9543
1207.75,4.761,65.9137,129.2518,299.3687,4.474,4.4407,2.2883,3.0605,3.6077
1207.875,4.79,66.2433,125.7612,305.8665,4.4179,4.3738,2.2979,3.0005,3.5692
1208,4.818,66.6762,118.4375,307.1183,4.3375,4.2961,2.2866,2.9347,3.4647
1208.125,4.847,66.9664,119.76,305.2298,4.3008,4.2632,2.3059,2.9088,3.4193
1208.25,4.875,67.2263,126.6318,301.7784,4.2694,4.2487,2.3218,2.9947,3.4881
1208.375,4.903,67.4272,133.149,300.2756,4.2273,4.2516,2.3168,3.038,3.5592
1208.5,4.932,67.5426,132.9491,301.0807,4.2225,4.3243,2.3334,3.0239,3.5717
1208.625,4.96,67.5618,126.6323,298.2148,4.3347,4.4901,2.3656,2.9955,3.5375
1208.75,4.989,67.508,117.3214,297.7065,4.63,4.7734,2.4155,2.9068,3.4774
1208.875,5.011,67.3397,111.1786,299.2314,5.087,5.2248,2.4662,3.0948,3.8308
1209,5.03,66.9528,104.2743,284.1023,5.7038,5.8587,2.4952,4.0476,4.6814
1209.125,5.049,66.69,99.1576,276.0416,5.9543,6.1458,2.4725,4.4861,5.1944
1209.25,5.068,66.4483,96.8152,271.6323,5.876,6.131,2.4405,4.653,5.383
1209.375,5.087,66.5137,101.8157,270.185,5.4227,5.7105,2.432,4.1569,4.8758
1209.5,5.106,66.9139,107.3713,276.2543,4.9959,5.3031,2.4028,3.3474,4.0661
1209.625,5.125,67.4295,109.9395,281.8987,4.5632,4.8587,2.3843,3.0145,3.7297
1209.75,5.144,67.858,109.8944,283.1191,4.4112,4.6572,2.4348,2.932,3.6251
1209.875,5.163,67.944,108.9007,289.161,4.5162,4.7269,2.4849,2.7434,3.3908
1210,5.182,67.5721,109.6168,299.5091,4.7211,4.909,2.4928,2.5203,3.3887
1210.125,5.201,66.6424,112.3655,294.3944,4.9749,5.1379,2.4594,3.114,4.0916
1210.25,5.22,64.979,113.3788,281.1678,5.3923,5.5114,2.4275,3.8994,4.6158
1210.375,5.239,62.104,109.288,274.8875,5.7595,5.9457,2.4129,3.8857,4.7639
1210.5,5.258,59.5873,105.1842,271.2689,5.8248,6.0916,2.3943,4.4237,5.1791
1210.625,5.277,54.9861,100.3254,271.2039,6.5438,6.861,2.3314,4.7819,5.495
1210.75,5.295,49.9765,96.6798,275.5973,7.1323,7.584,2.2624,4.7523,5.4587
1210.875,5.314,44.2708,90.8791,280.0608,7.9947,8.547,2.2099,4.5837,6.1253
1211,5.333,38.6366,81.891,276.2406,9.9486,10.6412,2.1901,4.4735,7.1751
1211.125,5.352,34.2546,74.7802,273.3614,12.7549,13.5398,2.169,4.3437,6.7825
1211.25,5.371,29.611,67.2954,275.2673,16.1903,17.4969,2.0962,3.9889,6.9106
1211.375,5.39,26.4774,62.1591,286.0384,17.6124,18.8628,2.0189,4.5934,7.853
1211.5,5.409,25.0094,59.1651,272.6402,23.2188,24.337,1.9941,4.7083,8.1966
1211.625,5.428,25.2971,58.5519,258.4702,26.6148,28.3136,1.9832,5.201,8.5281
1211.75,5.447,27.1544,57.9132,282.677,22.1966,24.1152,1.9573,5.2103,8.0143
1211.875,5.466,30.2114,56.9195,290.9145,15.4485,16.8522,1.9791,5.1389,9.044
1212,5.485,34.6326,60.1585,289.9107,11.3363,12.3324,2.0805,5.2706,9.1431
1212.125,5.504,39.927,70.9469,278.7583,7.9208,8.8293,2.2119,5.0236,6.8228
1212.25,5.523,45.4448,83.0259,274.9097,5.6423,6.2762,2.3179,4.6281,5.32
1212.375,5.542,49.8151,91.5367,280.3922,4.7974,5.2957,2.3791,3.9687,4.574
1212.5,5.561,54.6628,98.3508,284.7201,4.3794,4.9046,2.4179,3.4179,3.9491
1212.625,5.58,58.2285,102.5255,289.3992,4.3996,4.8374,2.4222,3.1791,3.7031
1212.75,5.598,60.869,106.2422,293.4957,4.6343,4.9099,2.4159,3.1744,3.7491
1212.875,5.617,61.7828,106.4423,292.6576,4.8544,5.06,2.4181,3.3131,3.8562
1213,5.636,62.359,109.7522,282.9175,5.0387,5.3094,2.4087,3.5683,4.1263
1213.125,5.655,62.4773,114.282,277.1419,5.0229,5.3599,2.3811,3.6095,4.1683
1213.25,5.674,62.5259,116.6759,277.7636,4.8456,5.248,2.3854,3.5395,4.1067
1213.375,5.693,62.586,113.8627,288.0402,4.5996,5.0443,2.4142,3.2682,3.8113
1213.5,5.712,62.6314,114.4562,291.8108,4.4738,4.9393,2.4153,3.0631,3.6463
1213.625,5.731,62.6318,114.7467,295.0091,4.4924,4.9619,2.4133,3.0922,3.6941
1213.75,5.75,62.6245,111.043,298.9098,4.5777,5.0589,2.4309,3.1185,3.7949
1213.875,5.769,62.606,103.7841,292.7501,4.591,5.071,2.4501,3.4288,4.2518
1214,5.788,62.5479,98.1445,285.0259,4.7308,5.1772,2.4494,3.6325,4.3389
1214.125,5.807,62.4955,99.4928,287.8158,4.9153,5.3555,2.4355,3.3952,3.9258
1214.25,5.826,62.3935,100.4608,289.2943,4.8122,5.2476,2.4177,3.2848,3.8914
1214.375,5.845,62.0811,101.8481,285.6006,4.6059,4.9775,2.3815,3.816,4.4517
1214.5,5.864,61.7632,102.2739,282.3204,4.7157,5.0641,2.3675,3.5747,4.1704
1214.625,5.883,61.4227,102.8289,295.9877,4.7351,5.0866,2.3776,3.0897,3.7446
1214.75,5.902,61.0736,102.2934,296.3235,4.6281,4.9594,2.4055,3.5418,4.1252
